qseqid	sseqid	pident	length	qcovs	evalue	bitscore	confidence	kingdom	phylum	class	order	family	genus	species
ASV0294	EU601190.1.22.>927###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Labriformes_1489928;Labridae_8247;Leptoscarus_188115;Leptoscarus_vaigiensis_2913886	99.5	200	100	2.93e-100	364	species	Eukaryota	Chordata	Actinopteri	Labriformes	Labridae	Leptoscarus	Leptoscarus vaigiensis
ASV0295	AY279601.1.<1.>947###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Labriformes_1489928;Labridae_8247;Halichoeres_51788;Halichoeres_hortulanus_241293	100	196	100	1.03e-99	363	species	Eukaryota	Chordata	Actinopteri	Labriformes	Labridae	Halichoeres	Halichoeres hortulanus
ASV0296	OR095168.1.70.1014###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Blenniiformes_1489921;Tripterygiidae_57771;Enneapterygius_130720;Enneapterygius_hsiojenae_3000270	88.832	197	100	1.81e-62	239	order	Eukaryota	Chordata	Actinopteri	Blenniiformes	NA	NA	NA
ASV0297	MG255108.1.<1.>514###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Lutjaniformes_2024539;Lutjanidae_30850;Lutjanus_40493;Lutjanus_fulvus_260524	99.49	196	100	4.79e-98	357	species	Eukaryota	Chordata	Actinopteri	Lutjaniformes	Lutjanidae	Lutjanus	Lutjanus fulvus
ASV0298	LC589580.1.<1.>401###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;order_Pomacentridae_30863;Pomacentridae_30863;Abudefduf_36213;Abudefduf_septemfasciatus_229092	99.49	196	100	4.79e-98	357	species	Eukaryota	Chordata	Actinopteri	Pomacentridae	Pomacentridae	Abudefduf	Abudefduf septemfasciatus
ASV0299	KJ192332.1.69.1022###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Carangiformes_1489907;Carangidae_8157;Parastromateus_435271;Parastromateus_niger_435272	97.462	197	100	2.24e-91	335	genus	Eukaryota	Chordata	Actinopteri	Carangiformes	Carangidae	Parastromateus	Parastromateus sp.
ASV0300	MZ598087.1.<1.>167###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Blenniiformes_1489921;Blenniidae_56718;Stanulus_1156474;Stanulus_seychellensis_1156475	92.216	167	86	6.47e-62	237	family	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	NA	NA
ASV0301	LC649141.1.<1.888###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Acanthuriformes_1489937;Acanthuridae_29146;Naso_75027;Naso_unicornis_175444	99.492	197	100	1.34e-98	359	species	Eukaryota	Chordata	Actinopteri	Acanthuriformes	Acanthuridae	Naso	Naso unicornis
ASV0302	OP035104.1.69.1018###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Blenniiformes_1489921;Blenniidae_56718;Exallias_1147084;Exallias_brevis_1147085	100	195	100	3.68e-99	361	species	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Exallias	Exallias brevis
ASV0303	LC589571.1.<1.>516###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;order_Pomacentridae_30863;Pomacentridae_30863;Abudefduf_36213;Abudefduf_sordidus_192870	99.49	196	100	4.79e-98	357	species	Eukaryota	Chordata	Actinopteri	Pomacentridae	Pomacentridae	Abudefduf	Abudefduf sordidus
ASV0304	OP035171.2.6523.7475###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;order_Pomacentridae_30863;Pomacentridae_30863;Plectroglyphidodon_80986;Plectroglyphidodon_phoenixensis_997976	100	196	100	1.03e-99	363	species	Eukaryota	Chordata	Actinopteri	Pomacentridae	Pomacentridae	Plectroglyphidodon	Plectroglyphidodon phoenixensis
ASV0305	AP019601.1.69.1016###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Tetraodontiformes_31022;Tetraodontidae_31031;Arothron_50368;Arothron_manilensis_300222	100	198	100	8.05e-101	366	species	Eukaryota	Chordata	Actinopteri	Tetraodontiformes	Tetraodontidae	Arothron	Arothron manilensis
ASV0306	OR575555.1.71.1018###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Anguilliformes_7933;Muraenidae_46660;Uropterygius_189495;Uropterygius_macrocephalus_876643	100	198	100	8.05e-101	366	species	Eukaryota	Chordata	Actinopteri	Anguilliformes	Muraenidae	Uropterygius	Uropterygius macrocephalus
ASV0307	KT600968.1.<1.>764###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Tetraodontiformes_31022;Balistidae_31024;Rhinecanthus_245704;Rhinecanthus_aculeatus_245705	99.495	198	100	3.75e-99	361	species	Eukaryota	Chordata	Actinopteri	Tetraodontiformes	Balistidae	Rhinecanthus	Rhinecanthus aculeatus
ASV0308	MH248213.1.<1.>651###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Spariformes_1489931;Lethrinidae_30848;Lethrinus_119720;Lethrinus_nebulosus_182658	99.49	196	100	4.79e-98	357	species	Eukaryota	Chordata	Actinopteri	Spariformes	Lethrinidae	Lethrinus	Lethrinus nebulosus
ASV0309	JX242922.1.<1.>634###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Anguilliformes_7933;Muraenidae_46660;Gymnothorax_121281;Gymnothorax_eurostus_473453	100	196	100	1.03e-99	363	species	Eukaryota	Chordata	Actinopteri	Anguilliformes	Muraenidae	Gymnothorax	Gymnothorax eurostus
ASV0310	JX242929.1.<1.>850###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Anguilliformes_7933;Muraenidae_46660;Gymnothorax_121281;Gymnothorax_pictus_876633	100	196	100	1.03e-99	363	species	Eukaryota	Chordata	Actinopteri	Anguilliformes	Muraenidae	Gymnothorax	Gymnothorax pictus
ASV0311	LC589580.1.<1.>401###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;order_Pomacentridae_30863;Pomacentridae_30863;Abudefduf_36213;Abudefduf_septemfasciatus_229092	93.878	196	100	1.06e-79	296	family	Eukaryota	Chordata	Actinopteri	Pomacentridae	Pomacentridae	NA	NA
ASV0312	LC649116.1.<1.889###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Blenniiformes_1489921;Gobiesocidae_63826;Pherallodichthys_2740790;Pherallodichthys_meshimaensis_2873921	89.231	195	100	4.97e-63	241	order	Eukaryota	Chordata	Actinopteri	Blenniiformes	NA	NA	NA
ASV0313	PV053466.1.<1.>167###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Blenniiformes_1489921;Blenniidae_56718;Entomacrodus_57795;Entomacrodus_thalassinus_1892334	95.21	167	86	2.95e-70	265	genus	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Entomacrodus	Entomacrodus sp.
ASV0314	LC630797.1.<1.914###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Carangiformes_1489907;Carangidae_8157;Caranx_8158;Caranx_ignobilis_376895	100	196	100	1.03e-99	363	species	Eukaryota	Chordata	Actinopteri	Carangiformes	Carangidae	Caranx	Caranx ignobilis
ASV0315	OQ536443.1.70.1017###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Anguilliformes_7933;Muraenidae_46660;Gymnothorax_121281;Gymnothorax_miliaris_584627	100	196	100	1.03e-99	363	species	Eukaryota	Chordata	Actinopteri	Anguilliformes	Muraenidae	Gymnothorax	Gymnothorax miliaris
ASV0316	PV053492.1.<1.>167###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Gobiiformes_1489878;Gobiidae_8220;Istigobius_150305;Istigobius_rigilius_622413	97.605	167	86	6.30e-77	287	genus	Eukaryota	Chordata	Actinopteri	Gobiiformes	Gobiidae	Istigobius	Istigobius sp.
ASV0317	AP019601.1.69.1016###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Tetraodontiformes_31022;Tetraodontidae_31031;Arothron_50368;Arothron_manilensis_300222	98.99	198	100	6.23e-97	353	species	Eukaryota	Chordata	Actinopteri	Tetraodontiformes	Tetraodontidae	Arothron	Arothron manilensis
ASV0318	LC814893.1.<1.>740###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;order_Pomacentridae_30863;Pomacentridae_30863;Chrysiptera_80978;Chrysiptera_glauca_229119	98.98	196	100	2.23e-96	351	species	Eukaryota	Chordata	Actinopteri	Pomacentridae	Pomacentridae	Chrysiptera	Chrysiptera glauca
ASV0319	AP012254.1.242.1225###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Myctophiformes_68514;Myctophidae_68515;Myctophum_68516;Myctophum_orientale_1069387	97.512	201	100	1.37e-93	342	genus	Eukaryota	Chordata	Actinopteri	Myctophiformes	Myctophidae	Myctophum	Myctophum sp.
ASV0320	OP035240.1.69.1019###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Myctophiformes_68514;Myctophidae_68515;Lampadena_123246;Lampadena_luminosa_123247	98.492	199	100	2.27e-96	351	species	Eukaryota	Chordata	Actinopteri	Myctophiformes	Myctophidae	Lampadena	Lampadena luminosa
ASV0321	MZ597907.1.<1.>169###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Blenniiformes_1489921;Blenniidae_56718;Glyptoparus_1156468;Glyptoparus_delicatulus_1156469	98.817	169	86	2.28e-81	302	species	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Glyptoparus	Glyptoparus delicatulus
ASV0322	AF285920.1.<1.>880###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;order_Pomacentridae_30863;Pomacentridae_30863;Abudefduf_36213;Abudefduf_saxatilis_50731	99.49	196	100	4.79e-98	357	species	Eukaryota	Chordata	Actinopteri	Pomacentridae	Pomacentridae	Abudefduf	Abudefduf saxatilis
ASV0323	MH248183.1.<1.>671###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Anguilliformes_7933;Muraenidae_46660;Gymnothorax_121281;Gymnothorax_undulatus_473461	99.492	197	100	1.34e-98	359	species	Eukaryota	Chordata	Actinopteri	Anguilliformes	Muraenidae	Gymnothorax	Gymnothorax undulatus
ASV0325	AP009144.1.70.1023###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Clupeiformes_32446;Clupeidae_55118;Spratelloides_365051;Spratelloides_delicatulus_373251	88.78	205	100	1.10e-64	246	order	Eukaryota	Chordata	Actinopteri	Clupeiformes	NA	NA	NA
ASV0326	EU601180.1.22.>926###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Labriformes_1489928;Labridae_8247;Calotomus_188111;Calotomus_spinidens_544409	100	194	100	1.32e-98	359	species	Eukaryota	Chordata	Actinopteri	Labriformes	Labridae	Calotomus	Calotomus spinidens
ASV0327	AY279561.1.<1.>912###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Centrarchiformes_1489940;Kyphosidae_30843;Kyphosus_163142;Kyphosus_vaigiensis_163143	100	198	100	8.05e-101	366	species	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Kyphosidae	Kyphosus	Kyphosus vaigiensis
ASV0328	LC672493.1.<1.895###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Carangiformes_1489907;Carangidae_8157;Scomberoides_173340;Scomberoides_lysan_334379	98.99	198	100	1.74e-97	355	species	Eukaryota	Chordata	Actinopteri	Carangiformes	Carangidae	Scomberoides	Scomberoides lysan
ASV0329	EU601180.1.22.>926###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Labriformes_1489928;Labridae_8247;Calotomus_188111;Calotomus_spinidens_544409	96.429	196	100	1.75e-87	322	genus	Eukaryota	Chordata	Actinopteri	Labriformes	Labridae	Calotomus	Calotomus sp.
ASV0330	MW145336.1.70.1020###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Anguilliformes_7933;Muraenidae_46660;Gymnothorax_121281;Gymnothorax_javanicus_473457	98.98	196	100	2.23e-96	351	species	Eukaryota	Chordata	Actinopteri	Anguilliformes	Muraenidae	Gymnothorax	Gymnothorax javanicus
ASV0331	KP893074.1.70.1018###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Anguilliformes_7933;Muraenidae_46660;Enchelynassa_876646;Enchelynassa_canina_876647	99.49	196	100	4.79e-98	357	species	Eukaryota	Chordata	Actinopteri	Anguilliformes	Muraenidae	Enchelynassa	Enchelynassa canina
ASV0332	KF374994.1.<1.>952###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Mugiliformes_41872;Mugilidae_8189;Osteomugil_435239;Osteomugil_robustus_1003821	100	198	100	8.05e-101	366	species	Eukaryota	Chordata	Actinopteri	Mugiliformes	Mugilidae	Osteomugil	Osteomugil robustus
ASV0333	AP005980.1.70.1019###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Atheriniformes_8075;Atherinidae_69128;Atherinomorus_69129;Atherinomorus_lacunosus_215336	97.959	196	100	4.82e-93	340	genus	Eukaryota	Chordata	Actinopteri	Atheriniformes	Atherinidae	Atherinomorus	Atherinomorus sp.
ASV0334	LC710304.1.<1.889###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Blenniiformes_1489921;Tripterygiidae_57771;Enneapterygius_130720;Enneapterygius_etheostoma_3354692	94.359	195	100	8.14e-81	300	family	Eukaryota	Chordata	Actinopteri	Blenniiformes	Tripterygiidae	NA	NA
ASV0335	LC640041.1.<1.888###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Chaetodontiformes_1545895;Chaetodontidae_30828;Chaetodon_37948;Chaetodon_lunula_109694	100	195	100	3.68e-99	361	species	Eukaryota	Chordata	Actinopteri	Chaetodontiformes	Chaetodontidae	Chaetodon	Chaetodon lunula
ASV0336	AY279590.1.<1.>875###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Labriformes_1489928;Labridae_8247;Coris_126328;Coris_gaimard_241281	100	194	100	1.32e-98	359	species	Eukaryota	Chordata	Actinopteri	Labriformes	Labridae	Coris	Coris gaimard
ASV0337	LC622101.1.<1.909###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Blenniiformes_1489921;Blenniidae_56718;Entomacrodus_57795;Entomacrodus_caudofasciatus_1892330	93.333	195	100	1.76e-77	289	family	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	NA	NA
ASV0338	MT712150.1.69.1017###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Tetraodontiformes_31022;Ostraciidae_31025;Lactoria_319756;Lactoria_cornuta_586829	100	196	100	1.03e-99	363	species	Eukaryota	Chordata	Actinopteri	Tetraodontiformes	Ostraciidae	Lactoria	Lactoria cornuta
ASV0339	LC037050.1.<1.>177###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Centrarchiformes_1489940;Cirrhitidae_76914;Cirrhitus_76915;Cirrhitus_pinnulatus_490258	99.435	177	87	1.83e-87	322	species	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Cirrhitidae	Cirrhitus	Cirrhitus pinnulatus
ASV0340	PV434815.1.69.1008###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Aulopiformes_68510;Synodontidae_81390;Saurida_143309;Saurida_gracilis_990639	96.354	192	100	7.94e-86	316	genus	Eukaryota	Chordata	Actinopteri	Aulopiformes	Synodontidae	Saurida	Saurida sp.
ASV0341	MT954104.1.70.1016###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;order_Pomacentridae_30863;Pomacentridae_30863;Abudefduf_36213;Abudefduf_vaigiensis_192871	98.98	196	100	2.23e-96	351	species	Eukaryota	Chordata	Actinopteri	Pomacentridae	Pomacentridae	Abudefduf	Abudefduf vaigiensis
ASV0342	MW630153.1.<1.>846###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Labriformes_1489928;Labridae_8247;Hemigymnus_241302;Hemigymnus_fasciatus_290114	100	195	100	3.68e-99	361	species	Eukaryota	Chordata	Actinopteri	Labriformes	Labridae	Hemigymnus	Hemigymnus fasciatus
ASV0343	EU601210.1.22.>925###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Labriformes_1489928;Labridae_8247;Scarus_59660;Scarus_quoyi_247626	99.497	199	100	1.05e-99	363	species	Eukaryota	Chordata	Actinopteri	Labriformes	Labridae	Scarus	Scarus quoyi
ASV0344	LC597210.1.<1.>804###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Gobiiformes_1489878;Gobiidae_8220;Psammogobius_508058;Psammogobius_biocellatus_508059	87.31	197	100	1.80e-57	222	order	Eukaryota	Chordata	Actinopteri	Gobiiformes	NA	NA	NA
ASV0345	MH248169.1.<1.>666###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Lutjaniformes_2024539;Lutjanidae_30850;Caesio_119693;Caesio_varilineata_1311421	99.492	197	100	1.34e-98	359	species	Eukaryota	Chordata	Actinopteri	Lutjaniformes	Lutjanidae	Caesio	Caesio varilineata
ASV0346	LC026678.1.<1.>169###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Priacanthiformes_2024536;Priacanthidae_30865;Priacanthus_270571;Priacanthus_zaiserae_1609311	100	169	86	1.05e-84	313	species	Eukaryota	Chordata	Actinopteri	Priacanthiformes	Priacanthidae	Priacanthus	Priacanthus zaiserae
ASV0347	LC814893.1.<1.>740###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;order_Pomacentridae_30863;Pomacentridae_30863;Chrysiptera_80978;Chrysiptera_glauca_229119	98.469	196	100	1.04e-94	346	species	Eukaryota	Chordata	Actinopteri	Pomacentridae	Pomacentridae	Chrysiptera	Chrysiptera glauca
ASV0348	OP718221.1.69.1023###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Syngnathiformes_129912;Mullidae_30854;Parupeneus_334899;Parupeneus_multifasciatus_626244	99.492	197	100	1.34e-98	359	species	Eukaryota	Chordata	Actinopteri	Syngnathiformes	Mullidae	Parupeneus	Parupeneus multifasciatus
ASV0349	DQ645653.1.<1.>955###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Anguilliformes_7933;Ophichthidae_54912;Myrichthys_182434;Myrichthys_maculosus_391189	99.492	197	100	1.34e-98	359	species	Eukaryota	Chordata	Actinopteri	Anguilliformes	Ophichthidae	Myrichthys	Myrichthys maculosus
ASV0350	KT600962.1.<1.>761###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Tetraodontiformes_31022;Monacanthidae_143346;Pervagor_392924;Pervagor_melanocephalus_586846	98.485	198	100	8.11e-96	350	species	Eukaryota	Chordata	Actinopteri	Tetraodontiformes	Monacanthidae	Pervagor	Pervagor melanocephalus
ASV0352	LC579377.1.<1.>517###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Perciformes_8111;Anthiadidae_3363800;Pseudanthias_270577;Pseudanthias_leucozonus_2768290	94.33	194	100	1.04e-79	296	family	Eukaryota	Chordata	Actinopteri	Perciformes	Anthiadidae	NA	NA
ASV0353	MK253669.1.69.1013###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Gobiiformes_1489878;Gobiidae_8220;Acanthogobius_86196;Acanthogobius_hasta_267130	86.364	198	100	3.97e-54	211	order	Eukaryota	Chordata	Actinopteri	Gobiiformes	NA	NA	NA
ASV0354	MH248213.1.<1.>651###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Spariformes_1489931;Lethrinidae_30848;Lethrinus_119720;Lethrinus_nebulosus_182658	99.49	196	100	4.79e-98	357	species	Eukaryota	Chordata	Actinopteri	Spariformes	Lethrinidae	Lethrinus	Lethrinus nebulosus
ASV0355	AP011912.1.69.1018###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Tetraodontiformes_31022;Tetraodontidae_31031;Canthigaster_223138;Canthigaster_valentini_223152	99.5	200	100	2.93e-100	364	species	Eukaryota	Chordata	Actinopteri	Tetraodontiformes	Tetraodontidae	Canthigaster	Canthigaster valentini
ASV0356	AP005991.1.70.1024###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Perciformes_8111;Serranidae_30871;Epinephelus_94231;Epinephelus_merra_215346	98.98	196	100	2.23e-96	351	species	Eukaryota	Chordata	Actinopteri	Perciformes	Serranidae	Epinephelus	Epinephelus merra
ASV0357	AP005991.1.70.1024###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Perciformes_8111;Serranidae_30871;Epinephelus_94231;Epinephelus_merra_215346	97.959	196	100	4.82e-93	340	genus	Eukaryota	Chordata	Actinopteri	Perciformes	Serranidae	Epinephelus	Epinephelus sp.
ASV0358	AY279593.1.<1.>933###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Labriformes_1489928;Labridae_8247;Cymolutes_241283;Cymolutes_praetextatus_241284	98.985	197	100	2.24e-96	351	species	Eukaryota	Chordata	Actinopteri	Labriformes	Labridae	Cymolutes	Cymolutes praetextatus
ASV0360	OP035107.2.70.1024###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Syngnathiformes_129912;Mullidae_30854;Mulloidichthys_342442;Mulloidichthys_flavolineatus_652446	98.985	197	100	6.23e-97	353	species	Eukaryota	Chordata	Actinopteri	Syngnathiformes	Mullidae	Mulloidichthys	Mulloidichthys flavolineatus
ASV0361	AP012235.1.361.1317###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Myctophiformes_68514;Myctophidae_68515;Diaphus_88678;Diaphus_gigas_292501	98.492	199	100	2.27e-96	351	species	Eukaryota	Chordata	Actinopteri	Myctophiformes	Myctophidae	Diaphus	Diaphus gigas
ASV0362	ON360999.1.69.1019###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Acanthuriformes_1489937;Acanthuridae_29146;Zebrasoma_75045;Zebrasoma_scopas_75046	98.98	196	100	2.23e-96	351	species	Eukaryota	Chordata	Actinopteri	Acanthuriformes	Acanthuridae	Zebrasoma	Zebrasoma scopas
ASV0363	OR148895.1.11122.12069###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Holocentriformes_1490028;Holocentridae_47697;Myripristis_47699;Myripristis_murdjan_586833	98.99	198	100	1.74e-97	355	species	Eukaryota	Chordata	Actinopteri	Holocentriformes	Holocentridae	Myripristis	Myripristis murdjan
ASV0364	AY279583.1.<1.>943###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Labriformes_1489928;Labridae_8247;Cheilio_241272;Cheilio_inermis_241273	99.49	196	100	4.79e-98	357	species	Eukaryota	Chordata	Actinopteri	Labriformes	Labridae	Cheilio	Cheilio inermis
ASV0365	AY279593.1.<1.>933###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Labriformes_1489928;Labridae_8247;Cymolutes_241283;Cymolutes_praetextatus_241284	98.985	197	100	2.24e-96	351	species	Eukaryota	Chordata	Actinopteri	Labriformes	Labridae	Cymolutes	Cymolutes praetextatus
ASV0366	KF161880.1.648.1601###root_1;Eukaryota_2759;Chordata_7711;Mammalia_40674;Primates_9443;Hominidae_9604;Homo_9605;Homo_sapiens_9606	98.99	198	100	4.85e-98	357	species	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens
ASV0367	MZ597913.1.<1.>169###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;order_Pomacentridae_30863;Pomacentridae_30863;Stegastes_80992;Stegastes_lividus_80995	98.817	169	86	2.28e-81	302	species	Eukaryota	Chordata	Actinopteri	Pomacentridae	Pomacentridae	Stegastes	Stegastes lividus
ASV0368	OQ656152.1.70.1016###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Anguilliformes_7933;Muraenidae_46660;Gymnothorax_121281;Gymnothorax_buroensis_876628	99.487	195	100	1.71e-97	355	species	Eukaryota	Chordata	Actinopteri	Anguilliformes	Muraenidae	Gymnothorax	Gymnothorax buroensis
ASV0369	LC145990.2.<1.895###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Myctophiformes_68514;Myctophidae_68515;Diaphus_88678;Diaphus_effulgens_473308	100	199	100	2.25e-101	368	species	Eukaryota	Chordata	Actinopteri	Myctophiformes	Myctophidae	Diaphus	Diaphus effulgens
ASV0370	MW160687.1.70.1020###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Anguilliformes_7933;Muraenidae_46660;Gymnothorax_121281;Gymnothorax_flavimarginatus_217850	99.49	196	100	4.79e-98	357	species	Eukaryota	Chordata	Actinopteri	Anguilliformes	Muraenidae	Gymnothorax	Gymnothorax flavimarginatus
